casename,Precursor,case_name,floris_TI,floris_U0,layout_x,layout_y,num_turbines,path,sim_length,sowfa_TI,sowfa_U0,yaw,power,ti,d_spacing,wake_table,Layouts
c_323,"neutral_5kmx2kmx1km
",new_cases_1,0.09,8.38,"(1000.0, 1882.0, 2731.3, 3599.9, 4528.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[27.2 20.  17.2 16.7  0. ],[1516.1 1158.8 1214.1 1194.1 1397.7],[0.08139378 0.11573366 0.14058918 0.13347002 0.17491284],7.0,[0 1 2 2 2],1x5
c_324,"neutral_5kmx2kmx1km
",new_cases_3,0.09,8.38,"(1000.0, 1882.0, 2752.8, 3645.8, 4528.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[30.  25.4 20.8 16.9  0. ],[1441.  1109.1 1266.9 1348.7 1515.6],[0.07995405 0.10675907 0.13221886 0.12427134 0.16445575],7.0,[0 1 2 2 2],1x5
c_325,"neutral_5kmx2kmx1km
",new_cases_0,0.09,8.38,"(1000.0, 1882.0, 2764.0, 3646.0, 4528.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[0. 0. 0. 0. 0.],[1941.1  918.6  945.3  948.   968.2],[0.09290147 0.12271696 0.15967057 0.15488569 0.16415406],7.0,[0 1 2 2 2],1x5
c_326,"neutral_5kmx2kmx1km
",base_6turbs,0.09,8.38,"(1000.0, 1630.0, 2260.0, 2890.0, 3520.0, 4150.0)","(1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0)",6,sowfa_library (Paul.fleming@nrel.gov)/full_runs/six_turbine_sims/peregrine_runs,6635.200000000001,0.1,8.0,[0. 0. 0. 0. 0. 0.],[2438.7  926.8  953.6 1039.  1105.8 1154.1],[0.15605888 0.14324007 0.19111823 0.19149976 0.20129919 0.20226802],5.0,[0 1 2 3 4 4],1x6
c_327,"neutral_5kmx2kmx1km
",yaw_6turbs_1,0.09,8.38,"(1000.0, 1630.0, 2260.0, 2890.0, 3520.0, 4150.0)","(1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0)",6,sowfa_library (Paul.fleming@nrel.gov)/full_runs/six_turbine_sims/peregrine_runs,6513.5999999999985,0.1,8.0,[20.  0.  0.  0.  0.  0.],[2134.3 1294.8 1112.4 1139.7 1173.4 1191.7],[0.15033759 0.20028024 0.21650153 0.20815911 0.2031184  0.20305598],5.0,[0 1 2 3 4 4],1x6
c_328,"neutral_5kmx2kmx1km
",yaw_6turbs_2,0.09,8.38,"(1000.0, 1630.0, 2260.0, 2890.0, 3520.0, 4150.0)","(1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0)",6,sowfa_library (Paul.fleming@nrel.gov)/full_runs/six_turbine_sims/peregrine_runs,6699.200000000001,0.1,8.0,[20. 20.  0.  0.  0.  0.],[2140.4 1084.5 1450.5 1250.5 1244.3 1280.2],[0.14820902 0.17727308 0.23631202 0.2109497  0.21399217 0.21428868],5.0,[0 1 2 3 4 4],1x6
c_329,"neutral_5kmx2kmx1km
",yaw_6turbs_3,0.09,8.38,"(1000.0, 1630.0, 2260.0, 2890.0, 3520.0, 4150.0)","(1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0)",6,sowfa_library (Paul.fleming@nrel.gov)/full_runs/six_turbine_sims/peregrine_runs,6687.5999999999985,0.1,8.0,[20. 20. 20.  0.  0.  0.],[2140.1 1086.1 1201.5 1566.8 1372.9 1369.1],[0.14828762 0.17718312 0.21488082 0.2262893  0.21203032 0.20408756],5.0,[0 1 2 3 4 4],1x6
c_330,"neutral_5kmx2kmx1km
",c9_high_m20,0.09,8.38,"(1000.0, 1000.0, 1000.0, 2134.0, 2134.0, 2134.0, 3268.0, 3268.0, 3268.0)","(600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0)",9,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[-20. -20. -20.   0.   0.   0.   0.   0.   0.],[1532.4 1696.  1613.8 1218.3 1216.8 1100.5 1109.4 1142.2  992.5],"[0.08109076 0.09507498 0.19069055 0.11052644 0.1307984  0.11613395
 0.16721316 0.16586563 0.10430284]",9.0,[0 0 0 2 3 2 4 6 4],3x3
c_331,"neutral_5kmx2kmx1km
",c9_high_baseline,0.09,8.38,"(1000.0, 1000.0, 1000.0, 2134.0, 2134.0, 2134.0, 3268.0, 3268.0, 3268.0)","(600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0)",9,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],[1741.8 1942.8 1854.3 1024.1 1098.5 1032.  1009.2 1141.9 1036.7],"[0.08320234 0.09364327 0.18177322 0.09043775 0.12260697 0.12896679
 0.13908709 0.14377139 0.13033043]",9.0,[0 0 0 2 3 2 4 6 4],3x3
c_332,"neutral_5kmx2kmx1km
",c9_high_10,0.09,8.38,"(1000.0, 1000.0, 1000.0, 2134.0, 2134.0, 2134.0, 3268.0, 3268.0, 3268.0)","(600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0)",9,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[10. 10. 10.  0.  0.  0.  0.  0.  0.],[1675.5 1870.2 1793.4 1069.3 1249.4 1130.9 1025.4 1212.2 1076.9],"[0.08315362 0.09169692 0.17455558 0.11998109 0.12618202 0.1713206
 0.11542015 0.14619494 0.15077308]",9.0,[0 0 0 2 3 2 4 6 4],3x3
c_333,"neutral_5kmx2kmx1km
",c9_high_20,0.09,8.38,"(1000.0, 1000.0, 1000.0, 2134.0, 2134.0, 2134.0, 3268.0, 3268.0, 3268.0)","(600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0, 600.0, 978.0, 1356.0)",9,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[20. 20. 20.  0.  0.  0.  0.  0.  0.],[1512.7 1679.4 1616.3 1205.8 1443.4 1281.6 1079.4 1281.7 1159.7],"[0.08251535 0.08830861 0.16385724 0.13074322 0.1229388  0.18590201
 0.11512604 0.13994026 0.15001557]",9.0,[0 0 0 2 3 2 4 6 4],3x3
c_334,"neutral_5kmx2kmx1km
",hi_m20,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[-20. -20. -20. -20.   0.   0.   0.   0.   0.   0.   0.   0.],"[1791.5 1362.2 1709.3 1598.8 1503.4 1118.8 1367.7 1137.1 1428.6 1231.4
 1251.  1102.9]","[0.09208512 0.11128734 0.10548308 0.19776839 0.1194802  0.11372632
 0.13968739 0.11961396 0.12580416 0.13965909 0.14480586 0.11094591]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_335,"neutral_5kmx2kmx1km
",hi_baseline,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[2059.8 1557.8 1983.1 1852.  1219.4 1026.  1197.5 1073.4 1194.6 1089.6
 1189.7 1137.9]","[0.08972518 0.11170786 0.10525851 0.18871116 0.10621303 0.12598784
 0.09704735 0.12913917 0.10756188 0.12895198 0.13561631 0.16815659]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_336,"neutral_5kmx2kmx1km
",hi_downramp,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[ 5. 10. 15. 20.  0.  0.  0.  0.  0.  0.  0.  0.],"[2026.3 1495.5 1831.6 1623.9 1207.4 1102.1 1406.6 1337.7 1139.9 1104.9
 1190.2 1273.2]","[0.08951218 0.11131473 0.10341406 0.17103593 0.10431661 0.14261815
 0.14274608 0.17321957 0.1063012  0.13481693 0.14883417 0.181372  ]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_337,"neutral_5kmx2kmx1km
",hi_10,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],"[1977.2 1504.2 1915.2 1794.9 1273.9 1101.  1320.1 1207.5 1161.2 1101.9
 1170.3 1238.1]","[0.08868685 0.11094035 0.10430791 0.18146607 0.10500472 0.14338266
 0.12228582 0.16202522 0.11592025 0.149021   0.14129314 0.17479469]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_338,"neutral_5kmx2kmx1km
",hi_upramp,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[20. 15. 10.  5.  0.  0.  0.  0.  0.  0.  0.  0.],"[1785.1 1451.6 1920.5 1842.2 1441.9 1174.8 1324.  1134.6 1217.  1115.8
 1183.6 1208.2]","[0.08742528 0.11016495 0.10413328 0.18554129 0.11521428 0.14881291
 0.12328322 0.1476064  0.1323787  0.16211306 0.15677535 0.17952462]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_339,"neutral_5kmx2kmx1km
",hi_20,0.09,8.38,"(1000.0, 1000.0, 1000.0, 1000.0, 2260.0, 2260.0, 2260.0, 2260.0, 3520.0, 3520.0, 3520.0, 3520.0)","(425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0, 425.0, 740.0, 1055.0, 1370.0)",12,sowfa_library (Paul.fleming@nrel.gov)/full_runs/twelve_turbine_runs/eagle_runs,2000.0,0.1,8.0,[20. 20. 20. 20.  0.  0.  0.  0.  0.  0.  0.  0.],"[1775.  1362.9 1724.7 1620.  1443.4 1253.9 1515.9 1355.4 1214.1 1171.7
 1193.5 1327. ]","[0.08757005 0.10971437 0.10186901 0.1712812  0.11978461 0.15704886
 0.15056184 0.17778002 0.14122601 0.15725448 0.14018917 0.20357954]",10.0,[0 0 0 0 2 3 3 2 3 4 4 3],4x3
c_340,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R-1_y-20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3420.9 2871.1],[0.1970595  0.17607458],5.0,[0 1],2x2
c_341,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R-1_y00,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3798.4 2206.9],[0.18217294 0.16730014],5.0,[0 1],2x2
c_342,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R-1_y20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3348.3 2025. ],[0.19473075 0.13743616],5.0,[0 1],2x2
c_343,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R00_y-20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3424.6 1824.1],[0.19685347 0.16563359],5.0,[0 1],1x2
c_344,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R00_y00,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3800.5 1705.6],[0.18201386 0.17854932],5.0,[0 1],1x2
c_345,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R00_y20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3348.3 2271.6],[0.19475844 0.21761645],5.0,[0 1],1x2
c_346,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R01_y-20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3422.5 2501.4],[0.19698428 0.20087905],5.0,[0 1],2x2
c_347,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R01_y00,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3797.2 2928. ],[0.18225663 0.21839886],5.0,[0 1],2x2
c_348,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D05_R01_y20,0.1,10.5,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3344.4 3602. ],[0.19486918 0.18773017],5.0,[0 1],2x2
c_349,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R-1_y-20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[-20.   0.],[3428.7 2942.3],[0.19657606 0.1703478 ],7.0,[0 1],2x2
c_350,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R-1_y00,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[0. 0.],[3805. 2351.],[0.1815649  0.15523585],7.0,[0 1],2x2
c_351,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R-1_y20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[20.  0.],[3354.6 2266.5],[0.19430674 0.13513036],7.0,[0 1],2x2
c_352,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R00_y-20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[-20.   0.],[3428.9 2155.6],[0.19649469 0.16433977],7.0,[0 1],1x2
c_353,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R00_y00,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[0. 0.],[3804.4 2072.3],[0.18164523 0.18196585],7.0,[0 1],1x2
c_354,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R00_y20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[20.  0.],[3353.4 2690.7],[0.19430254 0.21501796],7.0,[0 1],1x2
c_355,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R01_y-20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[-20.   0.],[3430.1 2648.2],[0.19645983 0.19511346],7.0,[0 1],2x2
c_356,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R01_y00,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[0. 0.],[3805.2 3079.1],[0.18155508 0.21153348],7.0,[0 1],2x2
c_357,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D07_R01_y20,0.1,10.5,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.1,10.0,[20.  0.],[3353.7 3701.6],[0.194293  0.1794195],7.0,[0 1],2x2
c_358,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R-1_y-20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3433.9 2986.6],[0.19620461 0.16916596],10.0,[0 1],2x2
c_359,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R-1_y00,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3809.3 2505.1],[0.18125265 0.14612511],10.0,[0 1],2x2
c_360,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R-1_y20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3358.7 2558.5],[0.19411302 0.14079866],10.0,[0 1],2x2
c_361,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R00_y-20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3433.  2486.4],[0.19621319 0.16474788],10.0,[0 1],1x2
c_362,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R00_y00,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3808.7 2531.9],[0.18128958 0.1766325 ],10.0,[0 1],1x2
c_363,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R00_y20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3357.5 3090. ],[0.19407769 0.19990072],10.0,[0 1],1x2
c_364,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R01_y-20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[-20.   0.],[3434.1 2902.1],[0.19615688 0.18829634],10.0,[0 1],2x2
c_365,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R01_y00,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[0. 0.],[3810.  3271.2],[0.18111984 0.19579921],10.0,[0 1],2x2
c_366,"neutral_5kmx2kmx1km_10mps
",c_10_highTI_D10_R01_y20,0.1,10.5,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.1,10.0,[20.  0.],[3359.  3805.8],[0.19399799 0.16795771],10.0,[0 1],2x2
c_367,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R-1_y-20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[-20.   0.],[3375.3 3168.9],[0.0987995  0.05759738],5.0,[0 1],2x2
c_368,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R-1_y00,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[0. 0.],[3826.7 2077.4],[0.09106436 0.09672981],5.0,[0 1],2x2
c_369,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R-1_y20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[20.  0.],[3359.9 1660.5],[0.08419729 0.08335078],5.0,[0 1],2x2
c_370,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R00_y-20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[-20.   0.],[3381.2 1582.7],[0.09856473 0.07970743],5.0,[0 1],1x2
c_371,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R00_y00,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[0. 0.],[3829.7 1145.3],[0.09078545 0.08386603],5.0,[0 1],1x2
c_372,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R00_y20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[20.  0.],[3361.3 1843.6],[0.08421424 0.17194644],5.0,[0 1],1x2
c_373,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R01_y-20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[-20.   0.],[3377.7 1847.1],[0.09862343 0.15963237],5.0,[0 1],2x2
c_374,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R01_y00,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[0. 0.],[3825.7 2402.7],[0.09092556 0.17660177],5.0,[0 1],2x2
c_375,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D05_R01_y20,0.049,10.52,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,10.0,[20.  0.],[3356.3 3429.8],[0.08432104 0.12749468],5.0,[0 1],2x2
c_376,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R-1_y-20,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[-20.   0.],[3383.  3302.7],[0.09847123 0.06194386],7.0,[0 1],2x2
c_377,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R-1_y00,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[0. 0.],[3832.7 2164.9],[0.09075119 0.11235379],7.0,[0 1],2x2
c_378,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R-1_y20,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[20.  0.],[3366.1 1776.6],[0.08406054 0.07966336],7.0,[0 1],2x2
c_379,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R00_y-20,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[-20.   0.],[3382.7 1908.7],[0.09844213 0.09078135],7.0,[0 1],1x2
c_380,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R00_y00,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[0. 0.],[3832.1 1420.7],[0.09098348 0.09798546],7.0,[0 1],1x2
c_381,"neutral_5kmx2kmx1km_10mps_lowTI
",c_10_lowTI_D07_R00_y20,0.049,10.52,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,10.0,[20.  0.],[3364.1 2275.9],[0.0840727  0.18807004],7.0,[0 1],1x2
